"Date","New_Loc","STSR","Depth","SST","Trip"
2019-05-25,"Joubertsdam",0,8.3,15.4,1
2019-05-26,"Joubertsdam",1,8.38,15.7,1
2019-05-26,"Joubertsdam",1,9.02,15.4,2
2019-05-27,"Joubertsdam",1,8.9,15.5,1
2019-05-29,"Joubertsdam",0,8.2,15.1,1
2019-05-29,"Joubertsdam",0,8.1,15,2
2019-05-30,"Joubertsdam",2,8,14.5,1
2019-05-30,"Joubertsdam",0,8.2,14.6,2
2019-05-30,"Joubertsdam",0,8.9,14.6,3
2019-05-31,"Joubertsdam",1,8.3,14.4,1
2019-05-31,"Joubertsdam",0,9.9,14.8,2
2019-06-01,"Joubertsdam",1,8.84,14.4,1
2019-06-02,"Joubertsdam",0,9.2,14.7,1
2019-06-02,"Joubertsdam",1,9.8,14.7,2
2019-06-03,"Joubertsdam",1,8.7,14.6,1
2019-06-03,"Joubertsdam",1,7.2,14.4,2
2019-06-04,"Joubertsdam",1,NA,NA,1
2019-06-04,"Joubertsdam",1,9.7,14.8,2
2019-06-09,"Joubertsdam",1,11,14.5,1
2019-06-10,"Joubertsdam",0,11.5,14.9,1
2019-06-10,"Joubertsdam",0,9.2,14.5,2
2019-06-11,"Joubertsdam",0,10.4,14.7,1
2019-06-11,"Joubertsdam",0,11.1,14.8,2
2019-06-13,"Joubertsdam",0,10.5,14.7,1
2019-06-13,"Joubertsdam",0,11,14.9,2
2019-06-14,"Joubertsdam",1,9.14,14.7,1
2019-06-14,"Joubertsdam",1,10.2,14.8,2
2019-06-16,"Joubertsdam",0,8,14.7,1
2019-06-16,"Joubertsdam",1,10.8,15,2
2019-06-17,"Joubertsdam",1,7.3,14.6,1
2019-06-17,"Joubertsdam",2,12.2,15.4,2
2019-06-18,"Joubertsdam",2,7.9,14.8,1
2019-06-18,"Joubertsdam",3,7.6,14.7,2
2019-06-19,"Joubertsdam",1,9.8,14.8,1
2019-06-19,"Joubertsdam",1,7.5,14.6,2
2019-06-20,"Joubertsdam",1,6.9,14.8,1
2019-06-20,"Joubertsdam",0,6.4,14.6,2
2019-06-21,"Joubertsdam",1,7.75,14.7,1
2019-06-23,"Joubertsdam",0,9.52,14.8,1
2019-06-23,"Joubertsdam",1,9.76,15,2
2019-06-23,"Joubertsdam",0,8.26,15.1,3
2019-06-24,"Joubertsdam",2,7.3,14.8,1
2019-06-24,"Joubertsdam",0,8.45,14.9,2
2019-06-24,"Joubertsdam",0,9.6,15.1,3
2019-06-25,"Joubertsdam",1,9.5,14.7,1
2019-06-26,"Joubertsdam",0,10.4,14.5,1
2019-06-26,"Joubertsdam",0,9.3,14.8,2
2019-06-26,"Joubertsdam",0,8.8,14.8,3
2019-06-27,"Joubertsdam",1,9.1,14.5,1
2019-06-27,"Joubertsdam",0,10.2,14.7,2
2019-06-29,"Joubertsdam",0,12,14.5,1
2019-06-30,"Joubertsdam",0,9.99,14.3,1
2019-06-30,"Joubertsdam",1,8.4,14.4,2
2019-07-03,"Joubertsdam",0,11.3,15,1
2019-07-03,"Joubertsdam",0,10.6,12.1,2
2019-07-04,"Joubertsdam",0,8.7,14.4,1
2019-07-04,"Joubertsdam",0,9,14.5,2
2019-07-05,"Joubertsdam",0,8.79,14.3,1
2019-07-05,"Joubertsdam",0,8.74,14.5,2
2019-07-07,"Joubertsdam",0,9.42,14.4,1
2019-07-07,"Joubertsdam",0,10,14.4,2
2019-07-09,"Joubertsdam",0,9.9,14.4,1
2019-07-09,"Joubertsdam",0,9.5,14.6,2
2019-07-10,"Joubertsdam",0,10.4,14.6,1
2019-07-10,"Joubertsdam",0,9.92,14.7,2
2019-07-10,"Joubertsdam",0,6.52,14.8,3
2019-07-11,"Joubertsdam",0,7.8,14.5,1
2019-07-11,"Joubertsdam",0,8.1,14.8,2
2019-07-12,"Joubertsdam",0,9.03,14.5,1
2019-07-12,"Joubertsdam",0,7.35,14.6,2
2019-07-13,"Joubertsdam",1,6.95,14.5,1
2019-07-13,"Joubertsdam",0,9,14.7,2
2019-07-14,"Joubertsdam",0,7.05,14.6,1
2019-07-14,"Joubertsdam",0,7.66,14.6,2
2019-07-14,"Joubertsdam",0,7.46,14.7,3
2019-07-15,"Joubertsdam",0,6.33,14.5,1
2019-07-15,"Joubertsdam",0,6.26,14.5,2
2019-07-15,"Joubertsdam",0,7.1,14.7,3
2019-07-16,"Joubertsdam",1,10,14.6,1
2019-07-16,"Joubertsdam",0,10,14.7,2
2019-07-17,"Joubertsdam",0,10.6,14.4,1
2019-07-20,"Joubertsdam",0,6.7,14,1
2019-07-20,"Joubertsdam",0,8.2,14.1,2
2019-07-20,"Joubertsdam",0,6.06,14.2,3
2019-07-21,"Joubertsdam",0,8,13.9,1
2019-07-21,"Joubertsdam",0,8,14,2
2019-07-21,"Joubertsdam",0,9.2,14.4,3
2019-07-22,"Joubertsdam",0,8.76,14,1
2019-07-26,"Joubertsdam",0,10.3,14.4,1
2019-07-27,"Joubertsdam",0,9.48,14.1,1
2019-07-27,"Joubertsdam",0,9.5,14.8,2
2019-07-27,"Joubertsdam",0,9.2,14.3,3
2019-07-28,"Joubertsdam",0,10.4,14.1,1
2019-07-28,"Joubertsdam",0,NA,14.2,2
2019-07-28,"Joubertsdam",0,9.61,14.3,3
2019-07-29,"Joubertsdam",0,9.5,14.1,1
2019-07-29,"Joubertsdam",0,9.6,14.4,2
2019-07-29,"Joubertsdam",0,8.7,14.5,3
2019-07-31,"Joubertsdam",0,10.8,14.2,1
2019-07-31,"Joubertsdam",0,10.7,14.3,2
2019-08-01,"Joubertsdam",0,8.3,14.1,1
2019-08-01,"Joubertsdam",0,9.8,14.5,2
2019-08-01,"Joubertsdam",0,9.1,14.3,3
2019-08-02,"Joubertsdam",0,8.4,14.1,1
2019-08-02,"Joubertsdam",0,9.3,14.4,2
2019-08-03,"Joubertsdam",0,NA,NA,1
2019-08-03,"Joubertsdam",0,9.8,14.6,2
2019-08-04,"Joubertsdam",0,10.2,14.3,1
2019-08-04,"Joubertsdam",0,9.02,14.3,2
2019-08-07,"Joubertsdam",0,9.6,14.2,1
2019-08-08,"Joubertsdam",0,11.1,14,1
2019-08-09,"Joubertsdam",0,8,13.6,1
2019-08-09,"Joubertsdam",0,9.7,13.7,2
2019-08-09,"Joubertsdam",0,9.6,13.9,3
2019-08-10,"Joubertsdam",0,9.6,13.8,1
2019-08-10,"Joubertsdam",0,10.3,13.9,2
2019-08-10,"Joubertsdam",0,10.3,14,3
2019-08-14,"Joubertsdam",0,7.1,14,1
2019-08-14,"Joubertsdam",0,7.5,14.2,2
2019-08-14,"Joubertsdam",0,8.9,14.2,3
2019-08-15,"Joubertsdam",0,8.5,14,1
2019-08-15,"Joubertsdam",0,8.1,14.2,2
2019-08-15,"Joubertsdam",0,7.6,14.6,3
2019-08-16,"Joubertsdam",0,7.4,14.1,1
2019-08-16,"Joubertsdam",0,8.5,14.6,2
2019-08-16,"Joubertsdam",0,7.26,14.6,3
2019-08-18,"Joubertsdam",0,8.9,14.5,1
2019-08-19,"Joubertsdam",0,8.7,14.4,1
2019-08-19,"Joubertsdam",0,9,14.2,2
2019-08-19,"Joubertsdam",0,7.7,14.6,3
2019-08-20,"Joubertsdam",0,8.5,14.4,1
2019-08-20,"Joubertsdam",0,9.1,14.5,2
2019-08-20,"Joubertsdam",0,7.7,14.6,3
2019-08-20,"Joubertsdam",0,8.3,14.7,4
2019-08-21,"Joubertsdam",2,8.9,14.5,1
2019-08-21,"Joubertsdam",1,8.7,14.8,2
2019-08-21,"Joubertsdam",0,7,14.9,3
2019-08-21,"Joubertsdam",0,8,15,4
2019-08-22,"Joubertsdam",0,9.1,14.6,1
2019-08-22,"Joubertsdam",1,9.8,14.5,2
2019-08-22,"Joubertsdam",0,10.1,15,3
2019-08-22,"Joubertsdam",0,9.9,15.3,4
2019-08-23,"Joubertsdam",0,8.8,14.5,1
2019-08-23,"Joubertsdam",0,7.4,14.7,2
2019-08-24,"Joubertsdam",0,8,14.5,1
2019-08-24,"Joubertsdam",1,8,14.4,2
2019-08-24,"Joubertsdam",0,8.7,15.2,3
2019-08-26,"Joubertsdam",0,11.7,14.6,1
2019-08-26,"Joubertsdam",0,10.9,14.7,2
2019-08-28,"Joubertsdam",0,11.2,14.5,1
2019-08-28,"Joubertsdam",0,NA,NA,2
2019-08-28,"Joubertsdam",2,11.6,14.7,3
2019-08-29,"Joubertsdam",0,7.9,14.6,1
2019-08-29,"Joubertsdam",0,9.9,14.4,2
2019-08-29,"Joubertsdam",0,10.6,14.6,3
2019-08-30,"Joubertsdam",0,8.4,14.4,1
2019-08-30,"Joubertsdam",0,NA,NA,2
2019-09-02,"Joubertsdam",0,11.5,14.6,1
2019-09-02,"Joubertsdam",0,9.1,15.1,2
2019-09-02,"Joubertsdam",0,10,15.3,3
2019-09-03,"Joubertsdam",1,6.7,15,1
2019-09-03,"Joubertsdam",0,7.1,15.2,2
2019-09-04,"Joubertsdam",0,7.6,15.4,1
2019-09-05,"Joubertsdam",1,8.2,15.2,1
2019-09-05,"Joubertsdam",0,7.3,15.2,2
2019-09-05,"Joubertsdam",0,9.1,15.4,3
2019-09-06,"Joubertsdam",0,9.8,15.1,1
2019-09-06,"Joubertsdam",0,8.8,15.4,2
2019-09-07,"Joubertsdam",0,8.4,15.1,1
2019-09-07,"Joubertsdam",0,6.9,15.6,2
2019-09-07,"Joubertsdam",0,8.5,17,3
2019-09-07,"Joubertsdam",0,8.5,16.3,4
2019-09-08,"Joubertsdam",0,8.1,15.4,1
2019-09-08,"Joubertsdam",0,8.8,15.6,2
2019-09-09,"Joubertsdam",1,7.7,16.3,1
2019-09-09,"Joubertsdam",0,9.5,16.4,2
2019-09-10,"Joubertsdam",0,6,16.2,1
2019-09-10,"Joubertsdam",2,7.2,16.3,2
2019-09-10,"Joubertsdam",0,8.3,16.6,3
2019-09-11,"Joubertsdam",0,7.4,16.3,1
2019-09-11,"Joubertsdam",0,8.2,16.5,2
2019-09-13,"Joubertsdam",0,6.6,15.7,1
2019-09-13,"Joubertsdam",0,6.8,15.8,2
2019-09-14,"Joubertsdam",0,8.99,15.5,1
2019-09-14,"Joubertsdam",0,9.5,15.8,2
2019-09-15,"Joubertsdam",1,8.7,15.6,1
2019-09-15,"Joubertsdam",0,7.3,15.8,2
2019-09-16,"Joubertsdam",0,8.6,16,1
2019-09-16,"Joubertsdam",1,9.9,16.1,2
2019-09-16,"Joubertsdam",0,9.5,16.3,3
2019-09-17,"Joubertsdam",0,8.5,16.2,1
2019-09-17,"Joubertsdam",0,7.5,16.4,2
2019-09-18,"Joubertsdam",1,8.6,16.2,1
2019-09-18,"Joubertsdam",0,8.8,16.3,2
2019-09-18,"Joubertsdam",1,8.8,16.3,3
2019-09-19,"Joubertsdam",0,7,16.6,1
2019-09-19,"Joubertsdam",0,7.6,16.8,2
2019-09-22,"Joubertsdam",0,9.6,16.8,1
2019-09-22,"Joubertsdam",0,9.96,16.5,2
2019-09-23,"Joubertsdam",0,8.53,16.2,1
2019-09-23,"Joubertsdam",0,8.09,16.4,2
2019-09-23,"Joubertsdam",0,7.76,16.6,3
2019-09-24,"Joubertsdam",0,8.15,16.6,1
2019-09-24,"Joubertsdam",0,9.8,16.3,2
2019-09-24,"Joubertsdam",0,9.5,16.4,3
2019-09-25,"Joubertsdam",0,8.2,16.2,1
2019-09-25,"Joubertsdam",0,9.63,16.3,2
2019-09-26,"Joubertsdam",0,7.82,16.7,1
2019-09-26,"Joubertsdam",0,9.3,16.8,2
2019-09-26,"Joubertsdam",0,8.9,16.9,3
2019-09-27,"Joubertsdam",1,7.27,16.2,1
2019-09-27,"Joubertsdam",1,8.5,16.2,2
2019-09-27,"Joubertsdam",0,8.33,16.5,3
2019-09-28,"Joubertsdam",0,7.68,15.8,1
2019-09-28,"Joubertsdam",0,8.1,15.7,2
2019-09-30,"Joubertsdam",0,9.8,15.3,1
2019-09-30,"Joubertsdam",0,7.45,15.4,2
2019-09-30,"Joubertsdam",0,9.7,16.3,3
2019-10-01,"Joubertsdam",0,7.6,15.8,1
2019-10-01,"Joubertsdam",0,7.4,15.8,2
2019-10-01,"Joubertsdam",0,9.5,15.4,3
2019-10-02,"Joubertsdam",0,6.4,14.6,1
2019-10-02,"Joubertsdam",0,NA,15.5,2
2019-10-02,"Joubertsdam",0,9.07,16,3
2019-10-03,"Joubertsdam",0,8.8,16,1
2019-10-03,"Joubertsdam",0,7.4,15.8,2
2019-10-03,"Joubertsdam",0,9.5,15.9,3
2019-10-05,"Joubertsdam",0,9,15.4,1
2019-10-05,"Joubertsdam",0,9.21,16,2
2019-10-05,"Joubertsdam",0,9.53,15.9,3
2019-10-06,"Joubertsdam",0,9.7,16.1,1
2019-10-06,"Joubertsdam",0,9.8,16.4,2
2019-10-06,"Joubertsdam",0,8.17,16.6,3
2019-10-07,"Joubertsdam",0,7.8,16.5,1
2019-10-07,"Joubertsdam",0,7.9,16.5,2
2019-10-07,"Joubertsdam",0,8.03,16.8,3
2019-10-08,"Joubertsdam",0,9.8,16.8,1
2019-10-08,"Joubertsdam",0,8.3,16.8,2
2019-10-11,"Joubertsdam",1,7.8,16.6,1
2019-10-11,"Joubertsdam",1,7.31,16.7,2
2019-10-11,"Joubertsdam",0,8,17,3
2019-10-11,"Joubertsdam",0,8,17.1,4
2019-10-12,"Joubertsdam",0,7.25,17.3,1
2019-10-12,"Joubertsdam",0,5.8,18,2
2019-10-13,"Joubertsdam",1,8,17,1
2019-10-13,"Joubertsdam",0,7.5,16.9,2
2019-10-13,"Joubertsdam",0,8.86,17.1,3
2019-10-14,"Joubertsdam",1,7.8,16.6,1
2019-10-14,"Joubertsdam",0,8.2,16.3,2
2019-10-14,"Joubertsdam",0,8.8,16.7,3
2019-10-15,"Joubertsdam",0,9.5,16.6,1
2019-10-15,"Joubertsdam",0,8.2,16.2,2
2019-10-15,"Joubertsdam",0,8.6,17,3
2019-10-16,"Joubertsdam",0,8.2,16.5,1
2019-10-16,"Joubertsdam",1,6,16.4,2
2019-10-16,"Joubertsdam",0,8.33,17,3
2019-10-17,"Joubertsdam",1,9,17.1,1
2019-10-17,"Joubertsdam",0,8.5,17.4,2
2019-10-17,"Joubertsdam",0,8.9,17.5,3
2019-10-18,"Joubertsdam",0,5.19,17.1,1
2019-10-18,"Joubertsdam",0,4,17.1,2
2019-10-19,"Joubertsdam",1,7.45,17,1
2019-10-19,"Joubertsdam",0,6.7,17.1,2
2019-10-19,"Joubertsdam",0,9.15,17.5,3
2019-10-20,"Joubertsdam",0,9.29,17.5,1
2019-10-20,"Joubertsdam",0,8.3,17.6,2
2019-10-20,"Joubertsdam",0,8.2,17.6,3
2019-10-21,"Joubertsdam",0,8.13,17.3,1
2019-10-22,"Joubertsdam",0,9.9,17.5,1
2019-10-22,"Joubertsdam",0,9.48,17.5,2
2019-10-23,"Joubertsdam",1,7.5,16.3,1
2019-10-23,"Joubertsdam",0,9.6,16.5,2
2019-10-24,"Joubertsdam",0,8.8,16.2,1
2019-10-24,"Joubertsdam",0,7,16.3,2
2019-10-26,"Joubertsdam",0,7.5,16.4,1
2019-10-26,"Joubertsdam",0,8.8,16.9,2
2019-10-26,"Joubertsdam",0,11.5,17.3,3
2019-10-30,"Joubertsdam",0,10.6,16.5,1
2019-10-30,"Joubertsdam",0,10.9,16.7,2
2019-10-30,"Joubertsdam",0,10.8,16.8,3
2019-10-31,"Joubertsdam",0,11.7,16.7,1
2019-10-31,"Joubertsdam",1,10.8,16.9,2
2019-10-31,"Joubertsdam",1,11.5,16.7,3
2019-11-01,"Joubertsdam",1,8.5,16.6,1
2019-11-01,"Joubertsdam",0,8.2,16.9,2
2019-11-01,"Joubertsdam",0,8.1,17.1,3
2019-11-03,"Joubertsdam",0,8.4,16.9,1
2019-11-03,"Joubertsdam",0,7.9,17.2,2
2019-11-03,"Joubertsdam",0,9.6,17.6,3
2019-11-04,"Joubertsdam",0,9.7,17.2,1
2019-11-04,"Joubertsdam",0,8.5,17.3,2
2019-11-05,"Joubertsdam",0,10.7,17.5,1
2019-11-08,"Joubertsdam",0,7.2,17.1,1
2019-11-08,"Joubertsdam",0,8.3,17.3,2
2019-11-08,"Joubertsdam",0,9.6,17.4,3
2019-11-09,"Joubertsdam",0,7.3,17.7,1
2019-11-09,"Joubertsdam",0,7.02,17.9,2
2019-11-10,"Joubertsdam",0,8.5,17.8,1
2019-11-10,"Joubertsdam",0,9.5,17.9,2
2019-11-10,"Joubertsdam",0,10.3,17.8,3
2019-11-11,"Joubertsdam",0,8.7,17.2,1
2019-11-11,"Joubertsdam",2,9,17.3,2
2019-11-11,"Joubertsdam",0,8.8,17.2,3
2019-11-12,"Joubertsdam",0,9.4,14.6,1
2019-11-13,"Joubertsdam",0,7.7,14.1,1
2019-11-13,"Joubertsdam",0,8.7,13.8,2
2019-11-13,"Joubertsdam",0,10.1,13.8,3
2019-11-13,"Joubertsdam",0,9.5,14.1,4
2019-11-14,"Joubertsdam",0,7.6,14.2,1
2019-11-14,"Joubertsdam",0,7.1,14.3,2
2019-11-14,"Joubertsdam",0,7.6,15.1,3
2019-11-15,"Joubertsdam",0,4.9,15.2,1
2019-11-15,"Joubertsdam",0,5.3,15.1,2
2019-11-15,"Joubertsdam",0,5.3,15.2,3
2019-11-16,"Joubertsdam",0,7.8,14.1,1
2019-11-16,"Joubertsdam",0,7.5,14.1,2
2019-11-16,"Joubertsdam",0,8.6,14.3,3
2019-11-17,"Joubertsdam",0,9.6,13.9,1
2019-11-17,"Joubertsdam",0,9.6,14.2,2
2019-11-17,"Joubertsdam",0,9.5,14.8,3
2019-11-18,"Joubertsdam",0,10.5,14.5,1
2019-11-18,"Joubertsdam",0,11.6,14.8,2
2019-11-19,"Joubertsdam",0,10.9,15.4,1
2019-11-19,"Joubertsdam",0,8.9,15.6,2
2019-11-20,"Joubertsdam",0,8.6,15.9,1
2019-11-20,"Joubertsdam",0,7.7,16.1,2
2019-11-21,"Joubertsdam",0,10.5,15.3,1
2019-11-21,"Joubertsdam",0,9.99,16.6,2
2019-11-22,"Joubertsdam",1,11,16.5,1
2019-11-22,"Joubertsdam",0,10.4,16.9,2
2019-11-23,"Joubertsdam",1,8.2,17.4,1
2019-11-23,"Joubertsdam",0,7.72,17.4,2
2019-11-24,"Joubertsdam",1,8.1,17.4,1
2019-11-24,"Joubertsdam",0,9.33,17.5,2
2019-11-25,"Joubertsdam",0,7.2,18.5,1
2019-11-25,"Joubertsdam",1,7.53,18.1,2
2019-11-26,"Joubertsdam",0,7.5,18.4,1
2019-11-26,"Joubertsdam",0,7.8,18.8,2
2019-11-26,"Joubertsdam",0,8.4,19,3
2019-11-27,"Joubertsdam",0,9.2,19,1
2019-11-27,"Joubertsdam",0,10.1,19.6,2
2019-11-28,"Joubertsdam",0,8.3,19.1,1
2019-11-28,"Joubertsdam",0,8.8,19.3,2
2019-11-30,"Joubertsdam",0,9.9,19.1,1
2019-11-30,"Joubertsdam",0,4.5,19.2,2
2019-11-30,"Joubertsdam",0,10.1,19.5,3
2019-12-01,"Joubertsdam",1,9,19.2,1
2019-12-01,"Joubertsdam",0,8.01,19.4,2
2019-12-02,"Joubertsdam",1,8.1,19.4,1
2019-12-04,"Joubertsdam",0,11.1,19,1
2019-12-04,"Joubertsdam",0,10.3,19.3,2
2019-12-05,"Joubertsdam",1,9.6,15.9,1
2019-12-05,"Joubertsdam",0,10.6,16,2
2019-12-06,"Joubertsdam",0,6.9,17.9,1
2019-12-06,"Joubertsdam",0,5.3,18,2
2019-12-07,"Joubertsdam",0,6.5,18.2,1
2019-12-07,"Joubertsdam",1,7.9,18.5,2
2019-12-08,"Joubertsdam",1,9.4,16.3,1
2019-12-08,"Joubertsdam",2,9.6,15.8,2
2019-12-09,"Joubertsdam",0,7.7,13,1
2019-12-09,"Joubertsdam",0,8.9,13.5,2
2019-12-10,"Joubertsdam",0,9,13.4,1
2019-12-11,"Joubertsdam",0,8.5,13.9,1
2019-12-11,"Joubertsdam",0,8.7,13.9,2
2019-12-12,"Joubertsdam",0,8.8,13.2,1
2019-12-12,"Joubertsdam",0,9.4,13,2
2019-12-13,"Joubertsdam",0,11.2,12.5,1
2019-12-14,"Joubertsdam",0,8.5,12.7,1
2019-12-16,"Joubertsdam",0,8.8,15.6,1
2019-12-16,"Joubertsdam",0,9.8,18.9,2
2019-12-16,"Joubertsdam",0,9.2,15.7,3
2019-12-17,"Joubertsdam",1,10.8,15.1,1
2019-12-21,"Joubertsdam",0,11.4,17.7,1
2019-12-21,"Joubertsdam",1,8,18.1,2
2019-12-21,"Joubertsdam",1,11,18,3
2019-12-22,"Joubertsdam",0,7.4,18,1
2019-12-22,"Joubertsdam",0,9.4,18.1,2
2019-12-22,"Joubertsdam",0,9.8,18.5,3
2019-12-23,"Joubertsdam",2,9.7,18.6,1
2019-12-23,"Joubertsdam",1,7.7,19,2
2019-12-23,"Joubertsdam",0,8.5,19.6,3
2019-12-24,"Joubertsdam",1,10.2,18.9,1
2019-12-27,"Joubertsdam",1,7.4,17.8,1
2019-12-27,"Joubertsdam",1,10.1,18,2
2019-12-27,"Joubertsdam",1,10.2,18.3,3
2019-12-27,"Joubertsdam",2,10.3,18.7,4
2019-12-28,"Joubertsdam",1,8.7,18,1
2019-12-28,"Joubertsdam",0,8.7,18.3,2
2019-12-28,"Joubertsdam",0,9.1,18.5,3
2019-12-29,"Joubertsdam",2,7.2,18.6,1
2019-12-29,"Joubertsdam",0,8,18.7,2
2019-12-29,"Joubertsdam",0,6.3,18.9,3
2019-12-29,"Joubertsdam",0,6.2,18.9,4
2019-12-30,"Joubertsdam",1,9.2,18.4,1
2019-12-30,"Joubertsdam",1,8.7,17.9,2
2019-12-30,"Joubertsdam",1,8.1,18.1,3
2019-12-30,"Joubertsdam",0,7.2,18,4
2019-12-31,"Joubertsdam",1,8.5,17.7,1
2019-12-31,"Joubertsdam",2,8.4,18.7,2
2019-12-31,"Joubertsdam",1,8.9,18.1,3
2019-12-31,"Joubertsdam",0,9,18,4
2020-01-02,"Joubertsdam",0,8.7,17.6,1
2020-01-02,"Joubertsdam",1,9,18,2
2020-01-02,"Joubertsdam",1,8.9,18.1,3
2020-01-03,"Joubertsdam",1,9.9,18.1,1
2020-01-03,"Joubertsdam",1,8.9,18.3,2
2020-01-03,"Joubertsdam",1,7.8,19.4,3
2020-01-04,"Joubertsdam",2,NA,19,1
2020-01-04,"Joubertsdam",1,9.9,19,2
2020-01-04,"Joubertsdam",1,9.2,19,3
2020-01-05,"Joubertsdam",1,9.7,19.4,1
2020-01-06,"Joubertsdam",2,10.1,19.3,1
2020-01-06,"Joubertsdam",1,11.5,19.9,2
2020-01-06,"Joubertsdam",0,11.3,19.9,3
2020-01-07,"Joubertsdam",1,9.1,18.2,1
2020-01-07,"Joubertsdam",1,9.7,18.3,2
2020-01-08,"Joubertsdam",1,7.8,17.9,1
2020-01-08,"Joubertsdam",0,8,18.1,2
2020-01-09,"Joubertsdam",0,7.6,19.1,1
2020-01-09,"Joubertsdam",0,8,19.2,2
2020-01-10,"Joubertsdam",0,8.9,18.9,1
2020-01-10,"Joubertsdam",0,8.9,19.1,2
2020-01-11,"Joubertsdam",2,8.5,19.2,1
2020-01-11,"Joubertsdam",2,8,19.7,2
2020-01-12,"Joubertsdam",0,9.8,20.2,1
2020-01-12,"Joubertsdam",0,8.5,20.3,2
2020-01-13,"Joubertsdam",2,7.9,19.7,1
2020-01-13,"Joubertsdam",0,7.2,19.9,2
2020-01-14,"Joubertsdam",0,9.1,16.8,1
2020-01-14,"Joubertsdam",1,9.8,15.7,2
2020-01-15,"Joubertsdam",0,9.5,17,1
2020-01-16,"Joubertsdam",1,9.4,16.1,1
2020-01-16,"Joubertsdam",1,8.3,15.4,2
2020-01-17,"Joubertsdam",0,8.9,15.7,1
2020-01-17,"Joubertsdam",1,9.6,14.8,2
2020-01-18,"Joubertsdam",0,9.8,13.8,1
2020-01-19,"Joubertsdam",0,8.9,12.3,1
2020-01-19,"Joubertsdam",0,8.4,12.3,2
2020-01-21,"Joubertsdam",0,NA,11.8,1
2020-01-21,"Joubertsdam",0,9.8,11.5,2
2020-01-22,"Joubertsdam",0,9.7,12,1
2020-01-22,"Joubertsdam",0,9.9,11.7,2
2020-01-23,"Joubertsdam",1,10.4,11.5,1
2020-01-23,"Joubertsdam",0,8.7,11.5,2
2020-01-24,"Joubertsdam",0,7.8,11.7,1
2020-01-24,"Joubertsdam",0,9.6,12.1,2
2020-01-25,"Joubertsdam",0,10.2,12.5,1
2020-01-25,"Joubertsdam",0,10.1,13.3,2
2020-01-27,"Joubertsdam",0,8,14.4,1
2020-01-27,"Joubertsdam",0,8.7,15.9,2
2020-01-28,"Joubertsdam",0,10,16.2,1
2020-01-29,"Joubertsdam",0,11,17.3,1
2020-01-30,"Joubertsdam",2,9.6,16.1,1
2020-01-31,"Joubertsdam",1,8.7,13.9,1
2020-01-31,"Joubertsdam",1,8,14.5,2
2020-02-01,"Joubertsdam",1,9.7,14.9,1
2020-02-02,"Joubertsdam",0,9.8,13.8,1
2020-02-02,"Joubertsdam",0,8.6,14.3,2
2020-02-03,"Joubertsdam",1,8.3,14.4,1
2020-02-03,"Joubertsdam",0,8.7,14.3,2
2020-02-04,"Joubertsdam",0,7.4,13.3,1
2020-02-04,"Joubertsdam",0,8.9,14,2
2020-02-06,"Joubertsdam",0,8.7,16.2,1
2020-02-06,"Joubertsdam",0,9.9,16.4,2
2020-02-07,"Joubertsdam",0,9.1,13.6,1
2020-02-08,"Joubertsdam",0,9.8,12.6,1
2020-02-08,"Joubertsdam",0,9.7,12.7,2
2020-02-09,"Joubertsdam",0,9.8,13,1
2020-02-09,"Joubertsdam",0,6.7,16.1,2
2020-02-10,"Joubertsdam",0,7.8,13.2,1
2020-02-10,"Joubertsdam",0,10,13.4,2
2020-02-11,"Joubertsdam",0,8.8,12.9,1
2020-02-11,"Joubertsdam",0,8.8,12.4,2
2020-02-11,"Joubertsdam",0,9.8,12.4,3
2020-02-12,"Joubertsdam",0,7.4,11.4,1
2020-02-12,"Joubertsdam",0,7.9,11.2,2
2020-02-13,"Joubertsdam",0,7.8,12,1
2020-02-13,"Joubertsdam",0,7.9,12.2,2
2020-02-14,"Joubertsdam",0,8,14.8,1
2020-02-14,"Joubertsdam",0,8.1,14.4,2
2020-02-15,"Joubertsdam",0,9.2,13.1,1
2020-02-15,"Joubertsdam",0,8.7,12.8,2
2020-02-16,"Joubertsdam",0,7.8,12.8,1
2020-02-17,"Joubertsdam",0,9.5,15.9,1
2020-02-17,"Joubertsdam",0,8.9,16.8,2
2020-02-18,"Joubertsdam",0,8.4,16.6,1
2020-02-18,"Joubertsdam",0,10,15.2,2
2020-02-19,"Joubertsdam",0,9.4,13.4,1
2020-02-19,"Joubertsdam",0,9.8,13.2,2
2020-02-20,"Joubertsdam",0,9.7,15,1
2020-02-20,"Joubertsdam",0,10.5,14.9,2
2020-02-21,"Joubertsdam",0,8.5,15.8,1
2020-02-21,"Joubertsdam",0,9.2,16.2,2
2020-02-21,"Joubertsdam",0,8.6,17.3,3
2020-02-23,"Joubertsdam",1,10.4,15,1
2020-02-24,"Joubertsdam",0,7.3,12.5,1
2020-02-24,"Joubertsdam",0,7.3,11.9,2
2020-02-25,"Joubertsdam",0,7.1,11.8,1
2020-02-25,"Joubertsdam",0,6.7,12.5,2
2020-02-25,"Joubertsdam",0,7.5,12.6,3
2020-02-26,"Joubertsdam",0,9.2,13.8,1
2020-02-26,"Joubertsdam",0,9.8,14,2
2020-02-26,"Joubertsdam",0,10.8,14.6,3
2020-02-27,"Joubertsdam",0,7.9,15.3,1
2020-02-27,"Joubertsdam",0,6.7,14,2
2020-03-01,"Joubertsdam",0,8.7,12.7,1
