"Date","New_Loc","STSR","Depth","SST","Trip"
2016-10-29,"Joubertsdam",0,8.9,16.9,1
2016-10-29,"Joubertsdam",0,9.6,17.3,2
2016-10-29,"Joubertsdam",0,10.1,17.5,3
2016-10-30,"Joubertsdam",0,NA,17,1
2016-10-30,"Joubertsdam",0,10.2,17.1,2
2016-10-30,"Joubertsdam",0,NA,17.2,3
2016-10-31,"Joubertsdam",1,10,17.2,1
2016-10-31,"Joubertsdam",0,NA,NA,2
2016-10-31,"Joubertsdam",0,10,17.7,3
2016-11-01,"Joubertsdam",0,10,17.5,1
2016-11-01,"Joubertsdam",0,10,17.4,2
2016-11-01,"Joubertsdam",0,NA,17.2,3
2016-11-02,"Joubertsdam",0,11,16.9,1
2016-11-02,"Joubertsdam",0,10.8,16.2,2
2016-11-03,"Joubertsdam",0,11.4,16.9,1
2016-11-05,"Joubertsdam",0,11,16.9,1
2016-11-05,"Joubertsdam",0,NA,NA,2
2016-11-05,"Joubertsdam",0,13.4,17.3,3
2016-11-06,"Joubertsdam",0,11.9,17.3,1
2016-11-06,"Joubertsdam",0,NA,NA,2
2016-11-06,"Joubertsdam",0,9.8,17.9,3
2016-11-07,"Joubertsdam",1,7.4,17.6,1
2016-11-07,"Joubertsdam",1,6.5,18,2
2016-11-07,"Joubertsdam",1,7.8,18.2,3
2016-11-08,"Joubertsdam",1,10,17.8,1
2016-11-08,"Joubertsdam",1,10.3,18.1,2
2016-11-09,"Joubertsdam",2,12.1,17.8,1
2016-11-09,"Joubertsdam",0,12.2,18.2,2
2016-11-09,"Joubertsdam",1,10.8,18.4,3
2016-11-12,"Joubertsdam",0,10.7,13.5,1
2016-11-12,"Joubertsdam",0,10.6,13.5,2
2016-11-15,"Joubertsdam",0,8.1,14,1
2016-11-15,"Joubertsdam",0,8.5,14.7,2
2016-11-15,"Joubertsdam",0,8.2,14.1,3
2016-11-16,"Joubertsdam",0,9,12.9,1
2016-11-16,"Joubertsdam",0,8.6,12.5,2
2016-11-16,"Joubertsdam",0,8.8,12.9,3
2016-11-17,"Joubertsdam",0,8.9,12.2,1
2016-11-17,"Joubertsdam",0,9.1,12.4,2
2016-11-17,"Joubertsdam",0,9.5,13.7,3
2016-11-18,"Joubertsdam",0,9.5,12.8,1
2016-11-18,"Joubertsdam",0,7.6,13.3,2
2016-11-18,"Joubertsdam",0,8,13.2,3
2016-11-19,"Joubertsdam",0,10.1,13.3,1
2016-11-19,"Joubertsdam",0,9.8,13,2
2016-11-19,"Joubertsdam",0,9.5,13.3,3
2016-11-20,"Joubertsdam",0,10,11.8,1
2016-11-20,"Joubertsdam",0,NA,12.2,2
2016-11-20,"Joubertsdam",0,NA,12.5,3
2016-11-21,"Joubertsdam",0,10,12.3,1
2016-11-21,"Joubertsdam",0,10,11.6,2
2016-11-21,"Joubertsdam",0,9.9,11.8,3
2016-11-22,"Joubertsdam",0,7.8,12.3,1
2016-11-22,"Joubertsdam",0,10.1,11.7,2
2016-11-22,"Joubertsdam",0,8,12.3,3
2016-11-23,"Joubertsdam",0,9.7,12.3,1
2016-11-23,"Joubertsdam",0,NA,NA,2
2016-11-23,"Joubertsdam",0,NA,15.9,3
2016-11-24,"Joubertsdam",0,NA,13.2,1
2016-11-24,"Joubertsdam",0,10,13.2,2
2016-11-24,"Joubertsdam",0,10,14.2,3
2016-11-25,"Joubertsdam",0,9.2,14.4,1
2016-11-25,"Joubertsdam",0,NA,15.6,2
2016-11-25,"Joubertsdam",0,NA,14.5,3
2016-11-26,"Joubertsdam",0,10,14.5,1
2016-11-26,"Joubertsdam",0,10,14.5,2
2016-11-26,"Joubertsdam",0,10,13.6,3
2016-11-27,"Joubertsdam",0,8,13.3,1
2016-11-27,"Joubertsdam",0,9.5,13.9,2
2016-11-27,"Joubertsdam",0,9.7,15.1,3
2016-11-28,"Joubertsdam",0,10,14.7,1
2016-11-28,"Joubertsdam",0,9.2,15.3,2
2016-11-28,"Joubertsdam",0,10.5,15.4,3
2016-11-29,"Joubertsdam",0,10,15.6,1
2016-11-29,"Joubertsdam",0,10,15.6,2
2016-11-29,"Joubertsdam",0,10,16.2,3
2016-11-30,"Joubertsdam",0,9.6,16.1,1
2016-11-30,"Joubertsdam",1,11.1,17,2
2016-12-01,"Joubertsdam",0,7.6,17.4,1
2016-12-01,"Joubertsdam",0,10,17.3,2
2016-12-01,"Joubertsdam",0,10,17.5,3
2016-12-02,"Joubertsdam",1,9.6,17.9,1
2016-12-02,"Joubertsdam",0,10.1,16.9,2
2016-12-03,"Joubertsdam",1,11,16,1
2016-12-03,"Joubertsdam",0,7.8,16.9,2
2016-12-04,"Joubertsdam",1,12,17.1,1
2016-12-04,"Joubertsdam",0,8.1,17.9,2
2016-12-05,"Joubertsdam",0,10.7,17.1,1
2016-12-05,"Joubertsdam",0,10,17.3,2
2016-12-06,"Joubertsdam",0,10,14.1,1
2016-12-06,"Joubertsdam",0,11.2,14.3,2
2016-12-07,"Joubertsdam",0,12.6,16,1
2016-12-07,"Joubertsdam",0,9.8,16.9,2
2016-12-07,"Joubertsdam",0,8.5,16.5,3
2016-12-09,"Joubertsdam",0,10,16.9,1
2016-12-09,"Joubertsdam",1,10,17.5,2
2016-12-10,"Joubertsdam",1,10,17.1,1
2016-12-10,"Joubertsdam",0,10,17.1,2
2016-12-10,"Joubertsdam",0,12.1,17.1,3
2016-12-11,"Joubertsdam",1,9.5,18,1
2016-12-11,"Joubertsdam",1,10.6,17.6,2
2016-12-12,"Joubertsdam",0,10,16.9,1
2016-12-12,"Joubertsdam",1,10.9,17.5,2
2016-12-13,"Joubertsdam",1,6.1,16.8,1
2016-12-13,"Joubertsdam",1,6.1,16.8,2
2016-12-13,"Joubertsdam",1,11,15.8,3
2016-12-14,"Joubertsdam",0,9.7,14.7,1
2016-12-14,"Joubertsdam",0,10,13.8,2
2016-12-15,"Joubertsdam",0,10,14.8,1
2016-12-15,"Joubertsdam",1,8.4,15.4,2
2016-12-16,"Joubertsdam",0,9.1,16.3,1
2016-12-16,"Joubertsdam",0,10,16.8,2
2016-12-17,"Joubertsdam",0,10,16.7,1
2016-12-17,"Joubertsdam",1,10,17.5,2
2016-12-18,"Joubertsdam",0,9.6,14.2,1
2016-12-18,"Joubertsdam",0,9.1,14.4,2
2016-12-18,"Joubertsdam",0,9.8,14.6,3
2016-12-19,"Joubertsdam",0,10.3,15,1
2016-12-19,"Joubertsdam",0,8.5,15.8,2
2016-12-19,"Joubertsdam",0,9.5,15.3,3
2016-12-20,"Joubertsdam",0,11.2,16.8,1
2016-12-20,"Joubertsdam",0,10.6,17.4,2
2016-12-20,"Joubertsdam",0,9.5,17.7,3
2016-12-21,"Joubertsdam",1,10.5,18.2,1
2016-12-21,"Joubertsdam",0,10,18.3,2
2016-12-26,"Joubertsdam",1,9,19.7,1
2016-12-26,"Joubertsdam",0,7.5,19.9,2
2016-12-26,"Joubertsdam",1,9.9,19.8,3
2016-12-26,"Joubertsdam",0,9.7,19.6,4
2016-12-27,"Joubertsdam",1,7.8,20,1
2016-12-27,"Joubertsdam",1,12.6,20.1,2
2016-12-27,"Joubertsdam",0,12.1,20,3
2016-12-28,"Joubertsdam",0,10.1,19.6,1
2016-12-28,"Joubertsdam",0,NA,NA,2
2016-12-28,"Joubertsdam",0,9.4,20.6,3
2016-12-29,"Joubertsdam",0,8.6,19.6,1
2016-12-29,"Joubertsdam",0,7.3,18.2,2
2016-12-29,"Joubertsdam",0,8,15.7,3
2016-12-30,"Joubertsdam",0,NA,15.8,1
2016-12-30,"Joubertsdam",0,6.7,16.3,2
2016-12-30,"Joubertsdam",0,8.1,17.2,3
2016-12-31,"Joubertsdam",0,10.1,17.7,1
2016-12-31,"Joubertsdam",0,8.8,17.3,2
2016-12-31,"Joubertsdam",0,8.8,18.6,3
2017-01-02,"Joubertsdam",0,10,17.7,1
2017-01-02,"Joubertsdam",0,10,16.9,2
2017-01-02,"Joubertsdam",0,9.6,17.5,3
2017-01-04,"Joubertsdam",1,9,14.8,1
2017-01-04,"Joubertsdam",0,11,14.3,2
2017-01-05,"Joubertsdam",0,7.2,13.3,1
2017-01-05,"Joubertsdam",0,9.6,13.3,2
2017-01-05,"Joubertsdam",0,5.2,14.9,3
2017-01-05,"Joubertsdam",0,6.8,15.8,4
2017-01-06,"Joubertsdam",0,10.8,14.5,1
2017-01-06,"Joubertsdam",0,NA,NA,2
2017-01-06,"Joubertsdam",0,12.8,14.3,3
2017-01-07,"Joubertsdam",0,8.6,13.4,1
2017-01-07,"Joubertsdam",0,11.3,13.5,2
2017-01-07,"Joubertsdam",0,11.2,14.1,3
2017-01-08,"Joubertsdam",0,12,13.2,1
2017-01-08,"Joubertsdam",0,9,13.2,2
2017-01-08,"Joubertsdam",0,10,13.5,3
2017-01-09,"Joubertsdam",0,11.3,13.5,1
2017-01-09,"Joubertsdam",0,10,15,2
2017-01-09,"Joubertsdam",0,10,15.6,3
2017-01-11,"Joubertsdam",0,11,13.3,1
2017-01-11,"Joubertsdam",0,11.4,14.7,2
2017-01-11,"Joubertsdam",0,12.8,14.8,3
2017-01-12,"Joubertsdam",0,10.4,14.6,1
2017-01-12,"Joubertsdam",0,10.4,14.6,2
2017-01-13,"Joubertsdam",0,11.5,14.4,1
2017-01-14,"Joubertsdam",0,11.2,14.3,1
2017-01-14,"Joubertsdam",0,11.2,16.8,2
2017-01-15,"Joubertsdam",0,11.1,15.6,1
2017-01-15,"Joubertsdam",0,11.1,15.6,2
2017-01-16,"Joubertsdam",0,10,16.1,1
2017-01-16,"Joubertsdam",0,10,16.2,2
2017-01-18,"Joubertsdam",0,11.4,12.5,1
2017-01-18,"Joubertsdam",0,11.4,12.5,2
2017-01-19,"Joubertsdam",0,11,14.1,1
2017-01-19,"Joubertsdam",0,11.6,15,2
2017-01-20,"Joubertsdam",0,11.6,16.1,1
2017-01-20,"Joubertsdam",0,11.1,16.1,2
2017-01-21,"Joubertsdam",0,10,15.5,1
2017-01-21,"Joubertsdam",0,10.1,15.4,2
2017-01-21,"Joubertsdam",0,11,15.1,3
2017-01-22,"Joubertsdam",0,11,14.5,1
2017-01-22,"Joubertsdam",0,10.4,14.1,2
2017-01-23,"Joubertsdam",0,12,14.8,1
2017-01-23,"Joubertsdam",0,12.1,15.2,2
2017-01-24,"Joubertsdam",0,12.2,14,1
2017-01-24,"Joubertsdam",0,12.2,14.5,2
2017-01-25,"Joubertsdam",0,12,14.9,1
2017-01-25,"Joubertsdam",0,13,15.9,2
2017-01-25,"Joubertsdam",0,13.5,16,3
2017-01-25,"Joubertsdam",0,8.87,15.4,4
2017-01-26,"Joubertsdam",0,6.2,15.5,1
2017-01-26,"Joubertsdam",0,8.3,14,2
2017-01-28,"Joubertsdam",0,11.7,15.6,1
2017-01-28,"Joubertsdam",0,11.7,15.6,2
2017-01-29,"Joubertsdam",0,8.1,17,1
2017-01-29,"Joubertsdam",0,5.6,17.5,2
2017-01-31,"Joubertsdam",1,8.4,17.1,1
2017-01-31,"Joubertsdam",0,8.3,17.5,2
2017-02-01,"Joubertsdam",0,11.5,17.1,1
2017-02-01,"Joubertsdam",1,10.6,17.5,2
2017-02-01,"Joubertsdam",0,8.9,17.5,3
2017-02-02,"Joubertsdam",0,10.2,17.5,1
2017-02-02,"Joubertsdam",0,11.4,18.4,2
2017-02-03,"Joubertsdam",1,11.5,NA,1
2017-02-03,"Joubertsdam",0,7.39,16.1,2
2017-02-04,"Joubertsdam",0,10.4,16,1
2017-02-04,"Joubertsdam",0,8.75,16.2,2
2017-02-05,"Joubertsdam",0,7.8,17.1,1
2017-02-05,"Joubertsdam",0,8,17.2,2
2017-02-06,"Joubertsdam",1,12,17.8,1
2017-02-06,"Joubertsdam",0,NA,16.8,2
2017-02-07,"Joubertsdam",0,11.5,17.4,1
2017-02-07,"Joubertsdam",0,11.1,18.4,2
2017-02-08,"Joubertsdam",0,7.8,18,1
2017-02-08,"Joubertsdam",0,8.88,19.4,2
2017-02-09,"Joubertsdam",0,7.72,19,1
2017-02-09,"Joubertsdam",0,11.1,19.3,2
2017-02-10,"Joubertsdam",0,6.19,16.8,1
2017-02-14,"Joubertsdam",0,8,14.3,1
2017-02-17,"Joubertsdam",0,9.8,14.2,1
2017-02-20,"Joubertsdam",0,10.1,15,1
2017-02-20,"Joubertsdam",1,8.57,14,2
2017-02-22,"Joubertsdam",0,9.9,12.9,1
2017-02-23,"Joubertsdam",0,NA,12.9,1
2017-02-23,"Joubertsdam",0,6.2,12.8,2
2017-02-26,"Joubertsdam",0,9.8,13.8,1
2017-02-28,"Joubertsdam",0,8.7,13.6,1
2017-03-04,"Joubertsdam",0,9.8,16.3,1
2017-03-06,"Joubertsdam",0,10.1,18.3,1
2017-03-06,"Joubertsdam",0,9.5,19,2
2017-03-07,"Joubertsdam",2,7.4,19.3,1
2017-03-07,"Joubertsdam",0,7.7,19.6,2
2017-03-08,"Joubertsdam",1,8.6,19.5,1
2017-03-08,"Joubertsdam",1,9.8,20.2,2
2017-03-10,"Joubertsdam",0,NA,13,1
2017-03-10,"Joubertsdam",0,7,13.2,2
2017-03-11,"Joubertsdam",0,10.7,15.6,1
2017-03-11,"Joubertsdam",0,11.5,16,2
2017-03-12,"Joubertsdam",0,9,15,1
2017-03-12,"Joubertsdam",0,9,15.4,2
2017-03-13,"Joubertsdam",0,10,13.6,1
2017-03-13,"Joubertsdam",0,10,13.6,2
2017-03-14,"Joubertsdam",0,12,11.4,1
2017-03-14,"Joubertsdam",0,11,11.3,2
2017-03-15,"Joubertsdam",0,11.5,13.5,1
2017-03-15,"Joubertsdam",0,11.5,13.6,2
2017-03-16,"Joubertsdam",0,11,13.9,1
2017-03-16,"Joubertsdam",0,9.8,14.9,2
2017-03-17,"Joubertsdam",1,8.5,14.4,1
2017-03-17,"Joubertsdam",0,11,15.4,2
2017-03-17,"Joubertsdam",0,9.68,15.8,3
2017-03-18,"Joubertsdam",0,10,15,1
2017-03-18,"Joubertsdam",0,11,15.9,2
2017-03-19,"Joubertsdam",0,10.2,15,1
2017-03-19,"Joubertsdam",1,10,15.9,2
2017-03-20,"Joubertsdam",0,9.7,13.8,1
2017-03-20,"Joubertsdam",0,11,14,2
2017-03-21,"Joubertsdam",0,9.2,13.8,1
2017-03-21,"Joubertsdam",0,9.2,13.8,2
2017-03-21,"Joubertsdam",0,10,13.8,3
2017-03-22,"Joubertsdam",1,10.8,15.4,1
2017-03-22,"Joubertsdam",0,10.8,16,2
2017-03-22,"Joubertsdam",0,11,17.5,3
2017-03-23,"Joubertsdam",0,11.3,16.8,1
2017-03-23,"Joubertsdam",0,11.3,16.8,2
2017-03-23,"Joubertsdam",0,NA,16.6,3
2017-03-23,"Joubertsdam",0,12.5,16,4
2017-03-24,"Joubertsdam",0,11.2,17,1
2017-03-25,"Joubertsdam",0,9.71,15,1
2017-03-25,"Joubertsdam",0,9.63,15,2
2017-03-26,"Joubertsdam",0,9.8,15.1,1
2017-03-26,"Joubertsdam",0,10,15.4,2
2017-03-27,"Joubertsdam",1,10.3,15.4,1
2017-03-27,"Joubertsdam",0,8.95,15.9,2
2017-03-27,"Joubertsdam",0,9.6,16.1,3
2017-03-28,"Joubertsdam",0,8.55,16.3,1
2017-03-28,"Joubertsdam",0,7.09,17.3,2
2017-03-28,"Joubertsdam",0,8.55,17.5,3
2017-03-29,"Joubertsdam",1,8.43,16.3,1
2017-03-29,"Joubertsdam",0,13.5,16.8,2
2017-03-30,"Joubertsdam",1,11,15.2,1
2017-03-30,"Joubertsdam",0,9.8,15.9,2
2017-03-30,"Joubertsdam",0,NA,16.2,3
2017-04-01,"Joubertsdam",0,13.1,16,1
2017-04-01,"Joubertsdam",0,9.8,16.3,2
2017-04-01,"Joubertsdam",0,10,16.5,3
2017-04-02,"Joubertsdam",1,9.32,16.1,1
2017-04-02,"Joubertsdam",1,9.3,16.1,2
2017-04-02,"Joubertsdam",1,9.6,16.7,3
2017-04-03,"Joubertsdam",1,11.2,17,1
2017-04-03,"Joubertsdam",0,NA,17,2
2017-04-03,"Joubertsdam",0,9.2,18.5,3
2017-04-04,"Joubertsdam",0,10.2,17.1,1
2017-04-04,"Joubertsdam",0,8.82,17.7,2
2017-04-04,"Joubertsdam",0,NA,NA,3
2017-04-08,"Joubertsdam",1,8.67,14.6,1
2017-04-08,"Joubertsdam",1,9.85,14.5,2
2017-04-08,"Joubertsdam",0,9.5,14.7,3
2017-04-09,"Joubertsdam",0,9.7,14.3,1
2017-04-09,"Joubertsdam",0,9.8,14.5,2
2017-04-09,"Joubertsdam",0,9.76,16.4,3
2017-04-10,"Joubertsdam",0,8.8,16.6,1
2017-04-10,"Joubertsdam",0,NA,16.4,2
2017-04-10,"Joubertsdam",0,8.6,16.7,3
2017-04-11,"Joubertsdam",0,8.6,17.1,1
2017-04-11,"Joubertsdam",0,9.8,17.1,2
2017-04-11,"Joubertsdam",0,10.1,17,3
2017-04-12,"Joubertsdam",1,9.7,16.2,1
2017-04-12,"Joubertsdam",1,8.5,16.4,2
2017-04-15,"Joubertsdam",1,10.2,16,1
2017-04-15,"Joubertsdam",1,7.53,16.3,2
2017-04-15,"Joubertsdam",0,8.14,16.3,3
2017-04-16,"Joubertsdam",1,10.1,16.5,1
2017-04-16,"Joubertsdam",0,NA,NA,2
2017-04-16,"Joubertsdam",0,9.8,16.4,3
2017-04-17,"Joubertsdam",0,7.8,15.5,1
2017-04-17,"Joubertsdam",0,8.93,14.4,2
2017-04-17,"Joubertsdam",0,8.14,15,3
2017-04-18,"Joubertsdam",1,10.8,13.6,1
2017-04-18,"Joubertsdam",0,NA,12.5,2
2017-04-18,"Joubertsdam",0,10.1,12.4,3
2017-04-19,"Joubertsdam",0,NA,12,1
2017-04-19,"Joubertsdam",0,11.5,11.5,2
2017-04-19,"Joubertsdam",0,10.9,12,3
2017-04-19,"Joubertsdam",0,11.4,11.9,4
2017-04-20,"Joubertsdam",0,6.7,11.2,1
2017-04-20,"Joubertsdam",0,10.7,11,2
2017-04-20,"Joubertsdam",0,10.5,11.9,3
2017-04-20,"Joubertsdam",0,9.16,11.9,4
2017-04-21,"Joubertsdam",0,5.8,11.7,1
2017-04-21,"Joubertsdam",0,7,11.5,2
2017-04-22,"Joubertsdam",0,8.9,11.3,1
2017-04-22,"Joubertsdam",0,9.6,11.5,2
2017-04-25,"Joubertsdam",0,8,11.5,1
2017-04-25,"Joubertsdam",0,7.8,11.6,2
2017-04-27,"Joubertsdam",0,10,11.2,1
2017-04-27,"Joubertsdam",0,10.4,12.2,2
2017-04-28,"Joubertsdam",0,8.73,11.7,1
2017-04-28,"Joubertsdam",0,10,12.7,2
2017-04-29,"Joubertsdam",0,7.8,12,1
2017-04-29,"Joubertsdam",0,10,12.5,2
2017-04-30,"Joubertsdam",0,11.2,12.2,1
2017-04-30,"Joubertsdam",0,9.7,12.2,2
2017-05-01,"Joubertsdam",0,9.8,12,1
2017-05-03,"Joubertsdam",0,9.1,12.9,1
2017-05-05,"Joubertsdam",0,20.6,12.7,1
2017-05-10,"Joubertsdam",0,12.1,13,1
2017-05-13,"Joubertsdam",0,6.3,13.5,1
2017-05-14,"Joubertsdam",1,8.2,13.2,1
2017-05-15,"Joubertsdam",0,9.6,13.1,1
2017-05-15,"Joubertsdam",0,9.4,13.9,2
2017-05-16,"Joubertsdam",0,8.8,13.2,1
2017-05-16,"Joubertsdam",1,9.6,13.5,2
2017-05-17,"Joubertsdam",0,11.1,13.6,1
2017-05-17,"Joubertsdam",0,9.4,13.8,2
2017-05-18,"Joubertsdam",0,12.3,13.6,1
2017-05-18,"Joubertsdam",0,11.1,14.1,2
2017-05-19,"Joubertsdam",1,12.5,13.4,1
2017-05-19,"Joubertsdam",1,7.7,13.7,2
2017-05-20,"Joubertsdam",0,9.2,13.6,1
2017-05-20,"Joubertsdam",0,8.8,14,2
2017-05-21,"Joubertsdam",0,10.1,13.6,1
2017-05-21,"Joubertsdam",0,10.1,13.6,2
2017-05-22,"Joubertsdam",0,8.2,13.2,1
2017-05-22,"Joubertsdam",0,NA,NA,2
2017-05-23,"Joubertsdam",0,9.5,13.7,1
2017-05-25,"Joubertsdam",0,9.5,14.7,1
2017-05-25,"Joubertsdam",0,12,14.6,2
2017-05-26,"Joubertsdam",0,7.9,14.7,1
2017-05-28,"Joubertsdam",0,8.3,14.1,1
2017-05-28,"Joubertsdam",0,8,14.1,2
2017-05-29,"Joubertsdam",0,9.53,14.2,1
2017-05-29,"Joubertsdam",0,8,14.2,2
2017-05-30,"Joubertsdam",0,11,15.1,1
2017-05-31,"Joubertsdam",0,8.8,14.2,1
2017-05-31,"Joubertsdam",0,8,14.2,2
2017-06-01,"Joubertsdam",0,13.2,14.2,1
2017-06-01,"Joubertsdam",0,NA,14.2,2
2017-06-02,"Joubertsdam",0,11,14.6,1
2017-06-02,"Joubertsdam",0,NA,14.2,2
2017-06-05,"Joubertsdam",0,10.5,13.9,1
2017-06-05,"Joubertsdam",0,10.2,14.5,2
2017-06-06,"Joubertsdam",0,9.45,13,1
2017-06-06,"Joubertsdam",0,10,13.9,2
2017-06-09,"Joubertsdam",0,11,13.6,1
2017-06-10,"Joubertsdam",0,7.2,14,1
2017-06-10,"Joubertsdam",0,NA,13.6,2
2017-06-13,"Joubertsdam",0,10.7,14.2,1
2017-06-14,"Joubertsdam",0,8.2,14.8,1
2017-06-14,"Joubertsdam",0,8,14.8,2
2017-06-14,"Joubertsdam",0,10,15.1,3
2017-06-15,"Joubertsdam",0,11.3,14.5,1
2017-06-15,"Joubertsdam",0,12.2,15,2
2017-06-16,"Joubertsdam",0,12.8,13.9,1
2017-06-16,"Joubertsdam",0,11.7,13.9,2
2017-06-16,"Joubertsdam",0,11.2,14.8,3
2017-06-18,"Joubertsdam",0,11,14.8,1
2017-06-18,"Joubertsdam",0,9.3,14.9,2
2017-06-18,"Joubertsdam",0,9.1,14.2,3
2017-06-21,"Joubertsdam",0,8.9,14.7,1
2017-06-21,"Joubertsdam",0,10,15.2,2
2017-06-24,"Joubertsdam",0,8.87,14.9,1
2017-06-24,"Joubertsdam",0,9,14.9,2
2017-06-25,"Joubertsdam",0,9.28,14,1
2017-06-25,"Joubertsdam",0,9.2,14.6,2
2017-06-25,"Joubertsdam",1,9.8,14.7,3
2017-06-26,"Joubertsdam",0,9.7,14.5,1
2017-06-27,"Joubertsdam",0,20.3,15.3,1
2017-06-29,"Joubertsdam",0,8.6,15.1,1
2017-07-01,"Joubertsdam",0,7.5,14.5,1
2017-07-04,"Joubertsdam",0,7.6,15.1,1
2017-07-07,"Joubertsdam",0,12.9,15.4,1
2017-07-10,"Joubertsdam",0,13.1,15.3,1
2017-07-11,"Joubertsdam",0,11.2,15.2,1
2017-07-12,"Joubertsdam",0,7.9,14.4,1
2017-07-23,"Joubertsdam",0,8,15.8,1
2017-07-23,"Joubertsdam",0,9,16,2
2017-07-27,"Joubertsdam",0,12,15.1,1
2017-07-29,"Joubertsdam",0,9.7,15,1
2017-07-29,"Joubertsdam",0,8.72,15.1,2
2017-07-31,"Joubertsdam",0,10.6,15,1
2017-07-31,"Joubertsdam",0,17.5,15.6,2
2017-08-03,"Joubertsdam",0,11.8,15.5,1
2017-08-03,"Joubertsdam",0,10.4,15.2,2
2017-08-04,"Joubertsdam",0,11.6,14.8,1
2017-08-05,"Joubertsdam",0,9.1,15.2,1
2017-08-06,"Joubertsdam",0,11,14.8,1
2017-08-06,"Joubertsdam",0,10.5,15.4,2
2017-08-07,"Joubertsdam",0,7.13,15.2,1
2017-08-07,"Joubertsdam",0,8,15.4,2
2017-08-07,"Joubertsdam",0,6.9,15.4,3
2017-08-08,"Joubertsdam",0,9,15.2,1
2017-08-08,"Joubertsdam",0,8.63,15.3,2
2017-08-08,"Joubertsdam",0,9.17,15.3,3
2017-08-09,"Joubertsdam",0,8.9,15.3,1
2017-08-09,"Joubertsdam",0,10.2,15.4,2
2017-08-12,"Joubertsdam",0,8.5,15.5,1
2017-08-13,"Joubertsdam",0,11.8,14.4,1
2017-08-13,"Joubertsdam",1,8.2,15.2,2
2017-08-13,"Joubertsdam",0,9.7,15.3,3
2017-08-14,"Joubertsdam",0,9.8,15.2,1
2017-08-14,"Joubertsdam",0,8.1,15.3,2
2017-08-14,"Joubertsdam",0,8.4,15.4,3
2017-08-17,"Joubertsdam",0,11.5,15.3,1
2017-08-17,"Joubertsdam",0,10.5,15.2,2
2017-08-17,"Joubertsdam",0,10,15.3,3
2017-08-18,"Joubertsdam",0,10.4,14.4,1
2017-08-18,"Joubertsdam",0,9.99,16,2
2017-08-18,"Joubertsdam",0,8.8,15.1,3
2017-08-19,"Joubertsdam",0,11.4,14.7,1
2017-08-19,"Joubertsdam",0,10,15,2
2017-08-19,"Joubertsdam",0,9.09,14.9,3
2017-08-20,"Joubertsdam",0,10,14.8,1
2017-08-20,"Joubertsdam",0,10.3,15.4,2
2017-08-20,"Joubertsdam",0,11.4,15.2,3
2017-08-21,"Joubertsdam",0,9.3,15.1,1
2017-08-25,"Joubertsdam",0,10,15,1
2017-08-25,"Joubertsdam",0,9.8,15.4,2
2017-08-26,"Joubertsdam",0,10.3,15,1
2017-08-26,"Joubertsdam",0,7.51,15.2,2
2017-08-26,"Joubertsdam",0,8.73,15.3,3
2017-08-27,"Joubertsdam",0,10.1,15.2,1
2017-08-27,"Joubertsdam",0,10,15,2
2017-08-28,"Joubertsdam",0,10.2,15,1
2017-08-28,"Joubertsdam",0,8,15.9,2
2017-08-28,"Joubertsdam",0,8.9,15,3
2017-08-29,"Joubertsdam",0,9,15.6,1
2017-08-29,"Joubertsdam",0,9.26,15.7,2
2017-08-30,"Joubertsdam",0,7.99,15.6,1
2017-08-30,"Joubertsdam",0,9.8,15.6,2
2017-08-30,"Joubertsdam",0,10.8,15.7,3
2017-08-31,"Joubertsdam",0,8.4,15.4,1
2017-08-31,"Joubertsdam",0,8.18,15,2
2017-09-01,"Joubertsdam",1,10.9,15,1
2017-09-01,"Joubertsdam",0,9.5,15.7,2
2017-09-02,"Joubertsdam",0,9.8,15.6,1
2017-09-02,"Joubertsdam",0,9.6,15.7,2
2017-09-03,"Joubertsdam",0,8.7,15.7,1
2017-09-03,"Joubertsdam",0,9,16,2
2017-09-04,"Joubertsdam",1,8.2,15.6,1
2017-09-04,"Joubertsdam",1,7.5,15.8,2
2017-09-04,"Joubertsdam",0,9.5,17.2,3
2017-09-05,"Joubertsdam",0,10.5,15.6,1
2017-09-06,"Joubertsdam",0,9.9,15.4,1
2017-09-06,"Joubertsdam",0,7.5,15.4,2
2017-09-09,"Joubertsdam",0,11.4,15.5,1
2017-09-09,"Joubertsdam",0,10,15.4,2
2017-09-10,"Joubertsdam",1,10,15.4,1
2017-09-10,"Joubertsdam",0,9.6,15.6,2
2017-09-10,"Joubertsdam",0,9.4,15.9,3
2017-09-11,"Joubertsdam",1,11,15.1,1
2017-09-11,"Joubertsdam",0,11,15.5,2
2017-09-11,"Joubertsdam",0,11,15.5,3
2017-09-12,"Joubertsdam",0,12.4,15.8,1
2017-09-12,"Joubertsdam",0,11.4,16,2
2017-09-12,"Joubertsdam",0,8.8,15.7,3
2017-09-14,"Joubertsdam",1,9.7,15.5,1
2017-09-14,"Joubertsdam",0,10.1,16,2
2017-09-14,"Joubertsdam",1,7.5,15.7,3
2017-09-15,"Joubertsdam",0,9.7,16,1
2017-09-15,"Joubertsdam",2,10.1,16,2
2017-09-15,"Joubertsdam",0,8.8,16,3
2017-09-16,"Joubertsdam",0,8.2,15.6,1
2017-09-16,"Joubertsdam",0,8.9,16,2
2017-09-17,"Joubertsdam",0,11,16,1
2017-09-17,"Joubertsdam",0,11.2,16.3,2
2017-09-18,"Joubertsdam",1,10.2,15.9,1
2017-09-18,"Joubertsdam",0,8,16.3,2
