"Date","STSR","No. images","STSR_ID","SST"
2024-09-01,1,0,NA,14.5
2024-09-02,1,0,NA,14.7
2024-09-05,1,0,NA,14.4
2024-09-06,1,17,NA,14.3
2024-09-06,1,35,"STSR011",14.6
2024-09-07,2,22,"STSR002",14.3
2024-09-07,1,30,"STSR011",14.7
2024-09-09,1,8,NA,14.2
2024-09-10,1,3,NA,14.1
2024-09-11,1,45,"STSR002",14.1
2024-09-11,1,45,"STSR002",14.3
2024-09-12,1,41,"STSR011",14.1
2024-09-12,1,50,"STSR002",14.1
2024-09-12,1,18,"STSR011",14.1
2024-09-12,1,19,"STSR002",14.1
2024-09-13,1,4,"STSR011",14
2024-09-13,2,8,"STSR002",14
2024-09-13,1,17,"STSR011",14.2
2024-09-14,1,9,NA,14.3
2024-09-14,1,70,"STSR008",14.3
2024-09-14,1,10,"STSR002",14.5
2024-09-14,1,13,"STSR011",14.5
2024-09-15,2,30,"STSR002",14
2024-09-15,1,26,"STSR003",14.1
2024-09-16,1,41,"STSR002",14.5
2024-09-17,1,0,NA,14.4
2024-09-17,1,0,NA,14.8
2024-09-20,1,0,NA,14.2
2024-09-21,1,7,"STSR003",14.3
2024-09-21,1,26,"STSR002",14.3
2024-09-21,1,0,NA,14.5
2024-09-23,1,10,"STSR002",14.7
2024-09-23,1,7,"STSR003",14.7
2024-09-23,1,30,"STSR004",14.7
2024-09-23,1,15,"STSR002",14.9
2024-09-24,2,0,NA,14.2
2024-09-24,1,13,"STSR011",14.3
2024-09-24,1,0,NA,14.8
2024-09-25,1,17,"STSR002",14.8
2024-09-25,1,3,NA,14.5
2024-09-26,1,27,"STSR002",14.7
2024-09-26,1,0,NA,14.8
2024-09-27,1,20,"STSR011",15
2024-09-27,2,37,"STSR003",15
2024-09-27,2,36,"STSR011",15.3
2024-10-01,1,42,"STSR002",14.8
2024-10-02,3,33,"STSR002",14.2
2024-10-03,1,0,NA,15.1
2024-10-03,1,0,NA,15
2024-10-05,2,22,"STSR003",15.8
2024-10-05,1,12,"STSR002",17
2024-10-05,1,12,NA,16.5
2024-10-06,1,24,"STSR003",14.8
2024-10-08,1,128,"STSR011",15.8
2024-10-08,1,12,"STSR011",16.2
2024-10-09,2,31,"STSR011",15.1
2024-10-09,1,18,"STSR011",15.1
2024-10-09,1,49,"STSR011",15.4
2024-10-10,1,0,NA,15.5
2024-10-14,1,0,NA,16.8
2024-10-16,3,130,"STSR011",16.4
2024-10-16,1,24,"STSR002",16.7
2024-10-16,1,15,"STSR011",16.7
2024-10-18,1,13,"STSR011",16.9
2024-10-19,2,13,"STSR011",16.8
2024-10-19,1,41,"STSR011",17
2024-10-20,1,12,"STSR011",16.2
2024-10-20,1,6,"STSR003",16.2
2024-10-20,NA,10,NA,16.2
2024-10-20,1,17,"STSR002",16.3
2024-10-21,2,38,NA,14.9
2024-10-21,1,0,NA,14.8
2024-10-22,1,14,"STSR003",14.3
2024-10-26,1,0,NA,16.5
2024-11-09,1,0,NA,15.3
2024-11-10,1,14,"STSR003",13.9
2024-11-10,1,112,"STSR011",13.9
2024-11-10,1,80,"STSR011",14.1
2024-11-24,2,8,"STSR011",16.2
2024-11-24,1,54,"STSR011",16.2
2024-11-25,2,43,"STSR011",17
2024-11-28,1,67,"STSR007",18.6
2024-11-29,1,0,NA,19
2024-11-29,1,0,NA,19.2
2024-11-30,1,31,NA,19
2024-12-01,1,0,NA,20
2024-12-02,1,0,NA,20.3
2024-12-08,1,100,"STSR011",20.8
2024-12-08,1,50,"STSR002",21.2
2024-12-11,1,0,NA,22.5
2024-12-12,1,0,NA,22.2
2024-12-14,1,0,NA,21.5
2024-12-17,1,2,NA,20.8
2024-12-18,1,15,"STSR007",21.4
2024-12-19,1,12,"STSR003",21.1
2024-12-19,1,13,"STSR004",21.2
2024-12-20,2,3,NA,21.8
2024-12-21,1,0,NA,21
2024-12-21,1,0,NA,20.3
2024-12-22,1,3,"STSR007",16.4
2024-12-22,1,12,"STSR011",16.4
2024-12-22,1,15,"STSR007",17
2024-12-22,1,45,"STSR011",17
2024-12-23,1,23,"STSR007",16.7
2024-12-23,1,13,"STSR003",16.7
2024-12-23,1,117,"STSR011",16.7
2024-12-23,1,3,"STSR003",18.5
2024-12-23,1,9,"STSR007",18.5
2024-12-23,1,23,"STSR011",18.5
2024-12-23,1,49,"STSR011",20
2024-12-23,1,11,"STSR007",20
2024-12-23,1,13,"STSR003",20
2024-12-24,1,0,NA,16.5
